Date,Cases,Deaths,Tests,Cases/Population,Diff Cases/Population,Deaths/Cases,Tests/Cases
2021-05-16,1336374.0,24904.0,33482165.0,3.5551316839585,0.011026868848098559,1.8635501738285838,2505.44869924138
2021-05-17,1342824.0,24964.0,33592273.0,3.572290502793296,0.017158818834796197,1.8590671599554371,2501.6139866430744
2021-05-18,1346736.0,24999.0,33668274.0,3.5826975259377494,0.010407023144453298,1.8562658160173933,2499.990644046049
2021-05-19,1351766.0,25050.0,33754111.0,3.5960787443469004,0.013381218409151074,1.8531313851657758,2497.038022853068
2021-05-20,1356616.0,25093.0,33863629.0,3.6089811119978723,0.012902367650971858,1.8496759584141715,2496.1838132529765
2021-05-21,1360950.0,25148.0,33979043.0,3.6205107741420592,0.011529662144186936,1.8478268856313607,2496.715015246703
2021-05-22,1364195.0,25180.0,34083113.0,3.6291433891992555,0.008632615057196258,1.8457771799486145,2498.4047735111185
2021-05-23,1367023.0,25206.0,34156885.0,3.6366666666666667,0.007523277467411216,1.84386071046354,2498.6327954979542
2021-05-24,1368739.0,25231.0,34218813.0,3.64123171056132,0.004565043894653176,1.8433755449358862,2500.024694262383
2021-05-25,1372492.0,25269.0,34315351.0,3.6512157488693804,0.009984038308060494,1.8411036275621278,2500.222296377684
2021-05-26,1374976.0,25303.0,34372343.0,3.657823889332269,0.006608140462888823,1.8402503025507353,2499.8503973887546
2021-05-27,1379674.0,25393.0,34449561.0,3.670321894120777,0.01249800478850771,1.8405072502634683,2496.9348556253144
2021-05-28,1382769.0,25424.0,34550157.0,3.678555466879489,0.008233572758712171,1.8386295903364915,2498.6210278072476
2021-05-29,1384928.0,25451.0,34650354.0,3.6842990156956636,0.00574354881617456,1.8377128630513644,2501.960679544352
2021-05-30,1386871.0,25473.0,34717353.0,3.689467943602022,0.005168927906358256,1.836724540350184,2503.286390731366
2021-05-31,1389814.0,25528.0,34790069.0,3.6972971534982713,0.007829209896249356,1.8367925492188162,2503.2176248044702
2021-06-01,1391540.0,25546.0,34862859.0,3.701888800212823,0.0045916467145517,1.8358078100521722,2505.3436480446126
2021-06-02,1393732.0,25590.0,34927927.0,3.707720138334664,0.00583133812184089,1.8360775242299092,2506.0719707949593
2021-06-03,1395909.0,25627.0,35017704.0,3.7135115722266563,0.005791433891992437,1.8358646587993916,2508.5950445193776
2021-06-04,1397898.0,25668.0,35104681.0,3.7188028731045493,0.005291300877892979,1.8361854727598153,2511.2476732923287
2021-06-05,1399231.0,25686.0,35162931.0,3.722349028997074,0.003546155892524716,1.8357226219259009,2513.0182936198526
2021-06-06,1400580.0,25694.0,35171179.0,3.725937749401437,0.0035887204043629772,1.8345256964971655,2511.1867226434765
2021-06-07,1402369.0,25741.0,35317305.0,3.7306969938813515,0.004759244479914493,1.8355368665451104,2518.403144963986
2021-06-08,1403490.0,25774.0,35364353.0,3.733679169992019,0.0029821761106676448,1.836422062145081,2519.7438528240314
2021-06-09,1404927.0,25816.0,35422973.0,3.7375019952114923,0.0038228252194731915,1.8375331956749354,2521.339044662107
